name,name_pt,name_en,barcode,brands,categories,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,countries,source
Tabla Queso Mantecoso,,Tabla Queso Mantecoso,7802953000822,Pahuilmo,en:lacteos; en:quesos; en:quesos-mantecosos,,,,,,,,,en:brazil,openfoodfacts
TosTao MiniTostaditas Sabor Jamón Serrano,,TosTao MiniTostaditas Sabor Jamón Serrano,7802408008847,Fluya,en:snacks; en:tostaditas,,,,,,,,,en:brazil,openfoodfacts
Not Mayo Versión 2.0 Ajo,,Not Mayo Versión 2.0 Ajo,7804659651704,NotCo,en:aderezos; en:mayonesas,,,,,,,,,en:brazil,openfoodfacts
LATTE,,LATTE,0059894704655,Nescafé,en:bebidas; en:bebidas-de-cafe; en:bebidas-lacteas,,,,,,,,,en:brazil,openfoodfacts
Vegana,,Vegana,7805000324667,Hellmann's,en:aderezos; en:mayonesas,,,,,,,,,en:brazil,openfoodfacts
PROTEIN,,PROTEIN,0610985346811,,,,,,,,,,,en:brazil,openfoodfacts
V-PRO,,V-PRO,7804676660338,Brota Superfoods,en:proteinas; en:proteinas-vegetales,,,,,,,,,en:brazil,openfoodfacts
Bolinho De Baunilha E Chocolate,Bolinho De Baunilha E Chocolate,,7897972007839,Kim,,,,,,,,,,en:brazil,openfoodfacts
Bacalhau Dessalgado Congelado,Bacalhau Dessalgado Congelado,,5601809017586,Ribeiralves,,,,,,,,,,en:brazil,openfoodfacts
SIN LACTOSA SEMI DESCREMADA,,SIN LACTOSA SEMI DESCREMADA,7808709502923,Lider,en:leches; en:leches-sin-lactosa; en:lacteos,,,,,,,,,en:brazil,openfoodfacts
Atún Lomitos,,Atún Lomitos,8206847897625,Merkat,en:atun; en:pescados,,,,,,,,,en:brazil,openfoodfacts
Advil 600mg CPD 12,,Advil 600mg CPD 12,7896015592752,,,,,,,,,,,en:brazil,openfoodfacts
Advil 600mg CPD 12,,Advil 600mg CPD 12,7896015592769,,,,,,,,,,,en:brazil,openfoodfacts
Batata Palha,Batata Palha,,7898766840106,Amacroc,,,,,,,,,,en:brazil,openfoodfacts
Aas Infantil 30 CPD,,Aas Infantil 30 CPD,7896094928107,,,,,,,,,,,en:brazil,openfoodfacts
Picolé De Ninho Com Abacaxi,Picolé De Ninho Com Abacaxi,,7898965875916,Frutos Do Goiás,,,,,,,,,,en:brazil,openfoodfacts
Mahou Sin,,Mahou Sin,41287422,Mahou,en:bebidas-alcoholicas; en:cervezas-sin-alcohol,,,,,,,,,en:brazil,openfoodfacts
ENSALADA DE ATÚN CON QUINOA,,ENSALADA DE ATÚN CON QUINOA,7807910044772,Cuisine & Co,en:ensaladas; en:ensaladas-de-atun,,,,,,,,,en:brazil,openfoodfacts
Paçoca,Paçoca,,0040141018489,Sabor & Arte,en:plant-based-foods-and-beverages; en:plant-based-foods; en:snacks; en:sweet-snacks; en:confectioneries,,,,,,,,,en:brazil,openfoodfacts
Crispy Rice ¡CRRRACK!,,Crispy Rice ¡CRRRACK!,0941260045007,Cuisine & Co,en:snacks; en:galletas; en:galletas-de-arroz,,,,,,,,,en:brazil,openfoodfacts
Cous Cous,,Cous Cous,7802500220567,Talliani,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:cereal-semolinas,,,,,,,,,en:brazil,openfoodfacts
Cuscús,,Cuscús,0847914043989,Cuisine & Co,en:cereales,,,,,,,,,en:brazil,openfoodfacts
REAL Mustard,,REAL Mustard,7800159081324,Kraft,en:condimentos; en:mostazas,,,,,,,,,en:brazil,openfoodfacts
Palito Piña,,Palito Piña,7802408000520,Fruna,en:snacks; en:helados; en:helados-de-fruta,,,,,,,,,en:brazil,openfoodfacts
Choco Krispis,,Choco Krispis,7702103189134,Kellogg's,en:cereales; en:cereales-para-desayuno,,,,,,,,,en:brazil,openfoodfacts
Atún Lomitos en Agua,,Atún Lomitos en Agua,7804662980181,Wespal,en:atun; en:pescados,,,,,,,,,en:brazil,openfoodfacts
Lagarto Assado Rosbife,,Lagarto Assado Rosbife,2054030024282,Nova Colonial Padaria,,,,,,,,,,en:brazil,openfoodfacts
Brócolis Congelado,Brócolis Congelado,,7898268721934,Grano,,,,,,,,,,en:brazil,openfoodfacts
Not Shake Protein Chai Latte,,,7898686951159,NotCo,,,,,,,,,,en:brazil,openfoodfacts
CAMARÓN MARIPOSA Apanado,,CAMARÓN MARIPOSA Apanado,7802636001658,Lider,en:camarones; en:mariscos,,,,,,,,,en:brazil,openfoodfacts
KETO PROTEIN Maní,,KETO PROTEIN Maní,7804686560192,Granolin,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Seara,,Seara,7894904297948,,,,,,,,,,,en:brazil,openfoodfacts
Queijo,,Queijo,0892234990093,,,,,,,,,,,en:brazil,openfoodfacts
Pasta De Amendoim Integral,Pasta De Amendoim Integral,,7898994737438,Amendolovers,,,,,,,,,,en:brazil,openfoodfacts
Italiana Salsa de Tomate,,Italiana Salsa de Tomate,2848800101019,Lider,en:salsas; en:salsas-de-tomate,,,,,,,,,en:brazil,openfoodfacts
Cappuccino Classic,,Cappuccino Classic,0745853016593,Marley Coffee,en:beverages-and-beverages-preparations; en:beverages; en:dairies; en:dairy-drinks; en:coffee-drinks,,,,,,,,,en:brazil,openfoodfacts
Laderas del Tapias,,Laderas del Tapias,7804654890665,Señor K,en:bebidas; en:cafe,,,,,,,,,en:brazil,openfoodfacts
Cocada Queimada,,Cocada Queimada,8480017251060,Dia,,,,,,,,,,en:brazil,openfoodfacts
Receta Casera Tortilla Papas,,Receta Casera Tortilla Papas,7801220005966,Minuto Verde,en:comidas-preparadas; en:tortillas,,,,,,,,,en:brazil,openfoodfacts
Butter Chicken con arroz al limón y almendras tostadas,,Pollo Fork,7804678470379,Fork,en:platos-preparados,,,,,,,,,en:brazil,openfoodfacts
O-LIVE & CO,,O-LIVE & CO,7804622380310,O-LIVE & CO,en:aceites; en:aceites-de-oliva; en:aceites-de-oliva-virgen-extra,,,,,,,,,en:brazil,openfoodfacts
I LIKE MANGO DURAZNO +COLAGENO,,I LIKE MANGO DURAZNO +COLAGENO,0788115350370,RIPPER NATURAL,en:agua-con-fruta; en:bebidas,,,,,,,,,en:brazil,openfoodfacts
Full Strong Menta,,Full Strong Menta,7802200110366,Ambrosoli,en:caramelos; en:caramelos-duros,,,,,,,,,en:brazil,openfoodfacts
100% WHEY,,100% WHEY,8888890333338,VitaminLife,en:proteinas; en:proteinas-de-suero; en:suplementos,,,,,,,,,en:brazil,openfoodfacts
Protein Up+,,Protein Up+,0610985346835,Easy Protein,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Ovo De Pascoa,Ovo De Pascoa,,7896986215445,Cacau Show,,,,,,,,,,en:brazil,openfoodfacts
Trencito,,Trencito,8445290550453,Nestlé,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Ricotta Light,,Ricotta Light,7802930012312,Quillayes,en:dairies; en:fermented-foods; en:fermented-milk-products; en:cheeses; en:italian-cheeses,,,,,,,,,en:brazil,openfoodfacts
Ovo De Páscoa De Chocolate Ao leite Recheado Com Bombons,Ovo De Páscoa De Chocolate Ao leite Recheado Com Bombons,,7896530722542,Chokdoce,,,,,,,,,,en:brazil,openfoodfacts
whey dulce de leche protein crush,,whey dulce de leche protein crush,0618231257447,underlabz,,,,,,,,,,en:brazil,openfoodfacts
Avena Integral Instantánea,,Avena Integral Instantánea,7802000019906,Quaker,en:avena; en:cereales,,,,,,,,,en:brazil,openfoodfacts
Zapallo,,Zapallo,7891180383297,Mercado Silvestre,en:snacks,,,,,,,,,en:brazil,openfoodfacts
Cereal Bar,,Cereal Bar,6601215303289,Costa,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Guagüitas,,Guagüitas,7802247390202,Merello,en:snacks; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Yoghurt Batido Endulzado Naturalmente Sabor Frutilla,,Yoghurt Batido Endulzado Naturalmente Sabor Frutilla,7802920010854,Colun,en:lacteos; en:yogures; en:yogures-de-frutas,,,,,,,,,en:brazil,openfoodfacts
Jamón Serrano,,Jamón Serrano,7801926001408,Toledo,en:meats-and-their-products; en:pork-and-its-products; en:prepared-meats; en:hams; en:prepared-pork-meats,,,,,,,,,en:brazil,openfoodfacts
Pão de Aveia,Pão de Aveia,,7898975304031,Massas Nordestinas,,,,,,,,,,en:brazil,openfoodfacts
Tapioca Da Terrinha Na Medida (7 Porções) 490g,Tapioca Da Terrinha Na Medida (7 Porções) 490g,,7898693230780,Da Terrinha,en:plant-based-foods-and-beverages; en:plant-based-foods; en:starches; en:tapioca,,,,,,,,,en:brazil,openfoodfacts
Protein Bites,,Protein Bites,7896324281248,Mosmann,,,,,,,,,,en:brazil,openfoodfacts
Lasanha à bolonhesa,,Lasanha à bolonhesa,2227362705260,LivUp,en:meal-kits,,,,,,,,,en:brazil,openfoodfacts
Azeite de oliva extra virgem,,Azeite de oliva extra virgem,7891737987527,Member's Mark,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fats; en:vegetable-fats; en:olive-tree-products,,,,,,,,,en:brazil,openfoodfacts
Lasanha à bolonhesa,Lasanha à bolonhesa,Lasanha à bolonhesa,7898637355807,Livup,en:meal-kits,,,,,,,,,en:brazil,openfoodfacts
American Burger Carne Cheddar Tocino,,American Burger Carne Cheddar Tocino,7808744501271,Daily Fresh,en:comidas-preparadas; en:hamburguesas,,,,,,,,,en:brazil,openfoodfacts
Azeitona zaeli 80g,,Azeitona zaeli 80g,7896183907723,,,,,,,,,,,en:brazil,openfoodfacts
Jugo Concentrado Cranberry,,Jugo Concentrado Cranberry,7804641960012,BerryVita,en:bebidas; en:jugos-de-cranberry; en:jugos-de-fruta,,,,,,,,,en:brazil,openfoodfacts
Gnocci Di Patate,,,8033087771756,La Gnoccheria,,,,,,,,,,en:brazil,openfoodfacts
Bendito Cacao 86%,Bendito Cacao 86%,,7896986216312,CacauShow,,,,,,,,,,en:brazil,openfoodfacts
Ovo Língua De Gato Trufado,Ovo Língua De Gato Trufado,,7891823931540,Kopenhagen,,,,,,,,,,en:brazil,openfoodfacts
Manzana,,Manzana,0658325395204,GRANA,en:snacks; en:barritas; en:barritas-de-frutas,,,,,,,,,en:brazil,openfoodfacts
Marmita turbinada frango assado,Marmita turbinada frango assado,Marmita turbinada frango assado,0898032389466,Livup,en:meal-kits,,,,,,,,,en:brazil,openfoodfacts
Polpa Maracujá,Polpa Maracujá,,7891103051258,Carrefour,,,,,,,,,,en:brazil,openfoodfacts
Soprole protein+ Leche Semidescremada Con Cacao,,Soprole protein+ Leche Semidescremada Con Cacao,5807900002425,Soprole,en:leches; en:leches-saborizadas; en:lacteos,,,,,,,,,en:brazil,openfoodfacts
Bombón Vainilla,,Bombón Vainilla,7802926001870,San Francisco,en:bombones-helados; en:helados,,,,,,,,,en:brazil,openfoodfacts
Abeja Dorada Ulmo,,Abeja Dorada Ulmo,7803320000223,Abeja Dorada,en:mieles,,,,,,,,,en:brazil,openfoodfacts
Best Whey,,Best Whey,7899621110655,Atlhetica Nutrition,,,,,,,,,,en:brazil,openfoodfacts
Granola Cacau E Coco,Granola Cacau E Coco,,7898568901128,Vitalin,,,,,,,,,,en:brazil,openfoodfacts
Peito de Frango Moído,Peito de Frango Moído,,7899761703502,Mais Frango,,,,,,,,,,en:brazil,openfoodfacts
Requeijão Cremoso,Requeijão Cremoso,,7898908207149,Gran Mestri,,,,,,,,,,en:brazil,openfoodfacts
ATOM FRUIT,,ATOM FRUIT,0781718853064,ATOM,en:bebidas; en:bebidas-energeticas,,,,,,,,,en:brazil,openfoodfacts
GALLETERIA VEGANA AIKUKI,,GALLETERIA VEGANA AIKUKI,1324700728934,AIKUKI,en:snacks; en:galletas,,,,,,,,,en:brazil,openfoodfacts
BARQUILLOS MEDIOS EL ORIGINAL,,BARQUILLOS MEDIOS EL ORIGINAL,0614143682520,BARQUILLERIA ESQUINA,,,,,,,,,,en:brazil,openfoodfacts
Charqui Vacuno Natural,,Charqui Vacuno Natural,0736372161710,Snack Feroz,en:snacks; en:charqui,,,,,,,,,en:brazil,openfoodfacts
HELADO sabor Chocolate,,HELADO sabor Chocolate,7804652120511,Lider,en:helados; en:helados-de-chocolate; en:postres,,,,,,,,,en:brazil,openfoodfacts
Tortilla de Maíz,,Tortilla de Maíz,0780464400003,Saniito,en:tortillas,,,,,,,,,en:brazil,openfoodfacts
Ispirazione Italiana Roma,,Ispirazione Italiana Roma,7630585370811,Nespresso,en:bebidas; en:cafe; en:capsulas-de-cafe,,,,,,,,,en:brazil,openfoodfacts
GHEE MANTEQUILLA CLARIFICADA,,GHEE MANTEQUILLA CLARIFICADA,0658325160994,aldea nativa,en:lacteos; en:mantequillas; en:mantequillas-clarificadas,,,,,,,,,en:brazil,openfoodfacts
100% CAFÉ GRANO MOLIDO,,100% CAFÉ GRANO MOLIDO,7801315000326,COPACABANA,en:bebidas; en:cafes; en:cafes-molidos,,,,,,,,,en:brazil,openfoodfacts
Queijo Minas Meia Cura,Queijo Minas Meia Cura,,7898206040783,Paiolzinho,,,,,,,,,,en:brazil,openfoodfacts
pasta de amendoim crocante,pasta de amendoim crocante,,7898604860112,manicrem,,,,,,,,,,en:brazil,openfoodfacts
Trencito,,Trencito,8445290550422,Nestlé,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Gelatina sabor a Guinda,,Gelatina sabor a Guinda,7802575282286,Caricia,en:gelatinas; en:postres,,,,,,,,,en:brazil,openfoodfacts
KI-BAR,,KI-BAR,7798138853928,KI-BAR,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Gra nuts Mix Nuts,,Gra nuts Mix Nuts,7804800556261,Gra nuts,en:snacks; en:frutos-secos; en:mezcla-de-frutos-secos,,,,,,,,,en:brazil,openfoodfacts
Fideos con Camote Morado Dulce,,Fideos con Camote Morado Dulce,8994750003096,Javara,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pastas; en:fideos,,,,,,,,,en:brazil,openfoodfacts
Trufa Ganache De Doce De Leite,,Trufa Ganache De Doce De Leite,7898687318401,Dengo,,,,,,,,,,en:brazil,openfoodfacts
Ovo De Chocolate,Ovo De Chocolate,,7898770190075,Cookoa,,,,,,,,,,en:brazil,openfoodfacts
DELUXE SPACE PROTEIN,,DELUXE SPACE PROTEIN,8585067200140,SPACE PROTEIN,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Pan Blanco Receta Tradicional,,Pan Blanco Receta Tradicional,2824468005074,Castaño,en:pan,,,,,,,,,en:brazil,openfoodfacts
Casadinho de goiabada,Casadinho de goiabada,,7898939259308,Casare,,,,,,,,,,en:brazil,openfoodfacts
Energy Mix,,Energy Mix,7804612220978,SembraSol,en:snacks; en:mezclas-de-frutos-secos,,,,,,,,,en:brazil,openfoodfacts
VIPROTEIN TRUFAS 27G PROTEÍNA VEGANA KOKO BITTER,,VIPROTEIN TRUFAS 27G PROTEÍNA VEGANA KOKO BITTER,7801234560000,VIPROTEIN,en:snacks; en:dulces; en:trufas,,,,,,,,,en:brazil,openfoodfacts
Batata Frita,Batata Frita,,7896333023150,Mercatto,,,,,,,,,,en:brazil,openfoodfacts
Pizzetta duo,,Pizzetta duo,0661596797660,Dilici,en:snacks; en:meals; en:pizzas-pies-and-quiches; en:pizzas,,,,,,,,,en:brazil,openfoodfacts
Filé de tilápia congelado,Filé de tilápia congelado,,7891164035105,Aurora,en:seafood; en:fishes-and-their-products; en:fishes; en:frozen-foods; en:frozen-seafood,,,,,,,,,en:brazil,openfoodfacts
Cebola caramelizada,,,7622202327094,Club Social,,,,,,,,,,en:brazil,openfoodfacts
Arroz Arbório,Arroz Arbório,,7898951463288,PIEMONTE,,,,,,,,,,en:brazil,openfoodfacts
Protein Up+,,Protein Up+,0610985346804,Easy Protein,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Chuño Light,,Chuño Light,7802280000007,Izkol,en:snacks; en:galletas,,,,,,,,,en:brazil,openfoodfacts
Tortikas Hummus + Tomate y Cebolla,,Tortikas Hummus + Tomate y Cebolla,7804630010629,Tika Artesan Foods,en:snacks; en:chips; en:chips-de-maiz,,,,,,,,,en:brazil,openfoodfacts
ONLY WHEY ZERO,,ONLY WHEY ZERO,8436621080831,BIG,,,,,,,,,,en:brazil,openfoodfacts
Huevitos Rellenos,,Huevitos Rellenos,8002325446138,Chocao,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Empanada De Queijo Com Cebola,Empanada De Queijo Com Cebola,,7908625604357,Swift,,,,,,,,,,en:brazil,openfoodfacts
Orgánico Pura Manzana Plátano,,Orgánico Pura Manzana Plátano,7804658021676,AMA Time,en:alimentos-de-origen-vegetal; en:alimentos-y-bebidas-de-origen-vegetal; en:comidas-a-base-de-frutas; en:comidas-y-bebidas-a-base-de-frutas; en:pures-de-frutas,,,,,,,,,en:brazil,openfoodfacts
Farofa Crocante,,Farofa Crocante,8480017290717,Dia,,,,,,,,,,en:brazil,openfoodfacts
"Salzburg mix chocolates leche, bitter y blanco",,"Salzburg mix chocolates leche, bitter y blanco",7804668283811,Pascua,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:chocolates-mixtos,,,,,,,,,en:brazil,openfoodfacts
Manteiga Natville,Manteiga Natville,,7898387120083,Natville,en:dairies; en:fats; en:spreads; en:spreadable-fats; en:animal-fats,,,,,,,,,en:brazil,openfoodfacts
MIZOS,,MIZOS,7804646450679,MIZOS,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Requeijão Natville Cheddar 200g,Requeijão Natville Cheddar 200g,A,56499566469555,,,,,,,,,,,en:brazil,openfoodfacts
Requeijão Cremoso Natville Tradicional,Requeijão Cremoso Natville Tradicional,Requeijão Cremoso Natville Tradicional,7898387120168,,,,,,,,,,,en:brazil,openfoodfacts
Twenty's,,Twenty's,0677144729052,Your Goal,en:snacks; en:barras-de-proteinas,,,,,,,,,en:brazil,openfoodfacts
Manteiga Natville com Sal 200g,Manteiga Natville com Sal 200g,Manteiga Natville com Sal 200g,7898387120090,,,,,,,,,,,en:brazil,openfoodfacts
Tomato Ketchup,,Tomato Ketchup,7800159000240,Heinz,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:vegetable-based-foods-and-beverages; en:condiments,,,,,,,,,en:brazil,openfoodfacts
Yoghurt Protein Plus! 18g,,Yoghurt Protein Plus! 18g,0841124010229,Colun,en:lacteos; en:yogures; en:yogures-saborizados,,,,,,,,,en:brazil,openfoodfacts
Bolinhas De Polvilho,Bolinhas De Polvilho,,7898008710204,Lunã,,,,,,,,,,en:brazil,openfoodfacts
QUEIJO MUSSARELA BÚFALA BUFALÍSSIMA 220G,QUEIJO MUSSARELA BÚFALA BUFALÍSSIMA 220G,QUEIJO MUSSARELA BÚFALA BUFALÍSSIMA 220G,7898134890603,,,,,,,,,,,en:brazil,openfoodfacts
QUEIJO BURRATINHA BUFALISSIMA 120G,QUEIJO BURRATINHA BUFALISSIMA 120G,QUEIJO BURRATINHA BUFALISSIMA 120G,7898134890658,,,,,,,,,,,en:brazil,openfoodfacts
Gorgonzola D’OR 150g fracionado,Gorgonzola D’OR 150g fracionado,,7898902568079,,,,,,,,,,,en:brazil,openfoodfacts
Barrinha Meio A Meio,Barrinha Meio A Meio,,7892153495191,Cacau Ouro Negro,,,,,,,,,,en:brazil,openfoodfacts
Chocolate Frambuesas,,Chocolate Frambuesas,7802926001412,San Francisco,en:snacks; en:helados; en:paletas-de-crema,,,,,,,,,en:brazil,openfoodfacts
Croccantinho Cookies & Cream,Croccantinho Cookies & Cream,,7891823934589,Kopenhagen,,,,,,,,,,en:brazil,openfoodfacts
Pasta De Amendoim Sabor Bueníssimo,Pasta De Amendoim Sabor Bueníssimo,,0042882307471,Dr. Peanut,,,,,,,,,,en:brazil,openfoodfacts
Tortilla a la Española,,Tortilla a la Española,7808739800044,La Casona de Monteclaro,en:tortillas,,,,,,,,,en:brazil,openfoodfacts
KREATOR,,KREATOR,7804666270271,Winkler Nutrition,en:suplementos-alimenticios,,,,,,,,,en:brazil,openfoodfacts
Amino BCAA,,Amino BCAA,7804666270684,Winkler Nutrition,en:suplementos-alimenticios,,,,,,,,,en:brazil,openfoodfacts
Hershey's Cookies And Cream Chocolate,,Hershey's Cookies And Cream Chocolate,7899970404047,Hershey's,,,,,,,,,,en:brazil,openfoodfacts
Huevitos de Oro,,Huevitos de Oro,7802225572989,Dos en Uno,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Hamburguesas Doradas de Merluza,,Hamburguesas Doradas de Merluza,7801323004231,El Golfo,en:hamburguesas-de-pescado; en:pescados,,,,,,,,,en:brazil,openfoodfacts
Ovo Dubai Pistache Com Kataifi,Ovo Dubai Pistache Com Kataifi,,7896986272394,Cacau Show,,,,,,,,,,en:brazil,openfoodfacts
Postre PROTEIN 10 g,,Postre PROTEIN 10 g,3228721225275,Nestlé GoodNes,en:postres,,,,,,,,,en:brazil,openfoodfacts
Mi Yoghurt Batido Sabor Frambuesa,,Mi Yoghurt Batido Sabor Frambuesa,0842540000047,Colun,en:lacteos; en:yogures; en:yogures-de-frutas,,,,,,,,,en:brazil,openfoodfacts
Huevitos de Chocolate Leche,,Huevitos de Chocolate Leche,7802245001179,Entrelagos,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:chocolates-con-leche,,,,,,,,,en:brazil,openfoodfacts
Conejo de Chocolate Leche Sin Azúcar Añadida,,Conejo de Chocolate Leche Sin Azúcar Añadida,7802245001841,Entrelagos,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:chocolates-con-leche,,,,,,,,,en:brazil,openfoodfacts
Bombom De Chocolate Ao Leite Con Avelã Zero Lactose,Bombom De Chocolate Ao Leite Con Avelã Zero Lactose,,7896986292149,Cacau Show,,,,,,,,,,en:brazil,openfoodfacts
Bolinho Sabor Chocolate,Bolinho Sabor Chocolate,,7897972007181,Kim,,,,,,,,,,en:brazil,openfoodfacts
CHARQUICÁN,,CHARQUICÁN,0604015664679,Sabores de la Pao,en:comida-casera-chilena,,,,,,,,,en:brazil,openfoodfacts
Bowl Açaí,,Bowl Açaí,7801300004278,Frutos del Maipo,en:snacks; en:bowls-de-frutas; en:postres,,,,,,,,,en:brazil,openfoodfacts
Pãozinho De Cebola Sem Gluten,Pãozinho De Cebola Sem Gluten,,7898380412765,Belive,,,,,,,,,,en:brazil,openfoodfacts
Medallón de Lomo,,Medallón de Lomo,2718611718310,Super Cerdo,en:carnes; en:carnes-de-cerdo,,,,,,,,,en:brazil,openfoodfacts
Zapallito Italiano y Carne COLADO,,Zapallito Italiano y Carne COLADO,3625054189845,Nestlé Naturnes,en:alimentos-para-bebes; en:comidas-para-bebes; en:comidas-para-bebes-en-pure,,,,,,,,,en:brazil,openfoodfacts
Quatá,,Quatá,7896183203122,,,,,,,,,,,en:brazil,openfoodfacts
Iogurte Desnatado Zero Lactose,,Iogurte Desnatado Zero Lactose,7896991770885,Macuco,,,,,,,,,,en:brazil,openfoodfacts
collagen hydrolyzed peptides,,collagen hydrolyzed peptides,8788825898034,Alpha Medica,en:colageno; en:suplementos,,,,,,,,,en:brazil,openfoodfacts
collagen hydrolyzed peptides,,collagen hydrolyzed peptides,0659525898038,Alpha Medica,en:colageno; en:suplementos-alimenticios,,,,,,,,,en:brazil,openfoodfacts
Soul Rebel,,Soul Rebel,0799192196430,Marley,en:bebidas; en:bebidas-instantaneas,,,,,,,,,en:brazil,openfoodfacts
Yogurt Griego Descremado Arándano,,Yogurt Griego Descremado Arándano,7750632006521,Danlac,en:lacteos; en:yogures; en:yogures-griegos,,,,,,,,,en:brazil,openfoodfacts
Prawer Chocolate,,Prawer Chocolate,7896251207526,Prawer,,,,,,,,,,en:brazil,openfoodfacts
Barra De Proteína,Barra De Proteína,,7898599214273,Nutrata,,,,,,,,,,en:brazil,openfoodfacts
Minibon Huevitos Macizos Chocolate de Leche,,Minibon Huevitos Macizos Chocolate de Leche,0600554031408,Muibon,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dulces,,,,,,,,,en:brazil,openfoodfacts
Amendoim Salgado,,Amendoim Salgado,7896688151300,FFKR Alimentos,,,,,,,,,,en:brazil,openfoodfacts
